product_name,energy_100g,sugars_100g,fat_100g,saturated_fat_100g,proteins_100g,salt_100g,sodium_100g,fiber_100g,carbohydrates_100g,trans_fat_100g,cholesterol_100g,vitamin_a_100g,vitamin_c_100g,calcium_100g,iron_100g,potassium_100g,nova_group,additives_n,ingredients_from_palm_oil_n,nutrition_grade
HUMMUS WITH GARLIC,1130.3,0.8,22.5,1.9,5.2,1.0725,0.429,1.1,11.8,,,,,,,,3.0,3.0,0.0,c
Guacamole scharf,718.0,0.8,14.7,2.4,1.7,1.0,0.4,4.8,6.3,,,,,,,,3.0,0.0,,b
Raviolis aux légumes BIO 675g (bocal),296.0,3.8,1.5,0.2,2.1,0.79,0.32,2.2,11.0,,,,,,,,3.0,0.0,0.0,c
Reiswaffeln,1591.0,0.3,1.3,0.4,8.0,0.31,0.116,1.6,82.0,,,,,,,,3.0,0.0,,b
Greek Nonfat Yogurt Plain,240.0,2.94117647058824,0.0,,10.0,0.110294117647059,0.0441176470588235,,4.11764705882353,,0.00588235294117647,,,0.111764705882353,,0.141176470588235,1.0,0.0,0.0,a
quaker original,1545.77777777778,6.88888888888889,5.77777777777778,1.77777777777778,17.3333333333333,0.333333333333333,0.133333333333333,6.88888888888889,57.7777777777778,,,,,,,,3.0,0.0,0.0,a
Sour Cream and Onion,2167.0,2.1,30.0,2.9,6.2,0.62,0.0,4.2,54.0,,,,,,,,4.0,9.0,,c
gourmandise végétale choco noisette,527.0,11.1,6.1,0.6,1.8,0.1,0.04,2.1,15.0,,,,,,,,4.0,1.0,,c
Haferflocken Feinblatt,1580.0,0.7,7.0,1.3,14.0,0.02,0.008,10.0,59.0,,,0.0,0.0,,0.0,,1.0,0.0,,a
Yogur natural light estilo griego,264.0,4.8,2.0,1.4,5.8,0.13,0.052,0.0,4.8,,,0.0,0.0,,0.0,,4.0,0.0,,a
Chataka pataka,2279.6,3.0,31.6,15.0,6.6,1622.5,649.0,2.8,57.4,,0.001,,,,,,,,,e
malted wheaties,1581.0,10.0,2.5,0.8,9.6,0.47,0.188,12.6,72.0,,,,,,0.00875,,3.0,0.0,,a
NESTLE DESSERT Truffes au chocolat Noir corsé 70% 250g,2503.0,30.7,30.2,16.9,6.9,0.07,0.028,6.9,35.2,,,,,,,,4.0,3.0,,e
Spécial flakes chocolat noir,1654.5,16.0,6.2,3.0,8.3,0.425,0.17,7.5,72.0,,,,,,,,4.0,2.0,,c
Whole Wheat & Oat Flour Wraps,1453.0,3.3,10.4,0.7,10.0,2.1,0.84,6.5,50.2,,,,,,,,4.0,1.0,0.0,c
Peanut Butter,2590.625,9.375,50.0,9.375,21.875,0.9765625,0.390625,6.25,18.75,0.0,0.0,0.0,0.0,0.0,0.0021875,0.28125,4.0,0.0,0.0,c
CREAMY PEANUT BUTTER,2615.15151515152,9.09090909090909,48.4848484848485,10.6060606060606,21.2121212121212,1.06060606060606,0.424242424242424,6.06060606060606,24.2424242424242,0.0,0.0,,,0.0515151515151515,0.00151515151515152,0.557575757575758,4.0,1.0,0.0,c
Sour Cream,730.0,3.33333333333333,16.6666666666667,11.6666666666667,3.33333333333333,0.125,0.05,,3.33333333333333,,0.0666666666666667,0.0,0.0,0.1,0.0,0.133333333333333,1.0,0.0,0.0,d
Cottage Cheese,460.0,3.53982300884956,4.42477876106195,2.65486725663717,11.5044247787611,0.81858407079646,0.327433628318584,0.0,4.42477876106195,0.0,0.0176991150442478,0.0,0.0,0.0884955752212389,8.8495575221239e-05,0.115044247787611,3.0,0.0,0.0,c
Yeast extract,971.6,0.4,0.1,0.1,38.7,7.5,3.0,0.5,18.0,,,,,,,,3.0,0.0,0.0,e
ORGANIC CHEWY GRANOLA BARS mixed berry,1840.0,25.0,12.5,1.25,7.5,0.0625,0.025,7.5,70.0,,,,0.045,0.025,0.00125,0.15,4.0,0.0,0.0,c
Salade à la Mexicane au thon,384.4,2.4,2.4,0.2,7.7,0.9825,0.393,2.1,8.7,,,,,,,,4.0,2.0,0.0,b
Cracotte saveur briochée,1610.0,13.0,2.6,1.0,11.0,1.35,0.54,2.2,77.0,,,,,,,,4.0,1.0,1.0,d
Filets de merlu blanc meuniere msc 220g,663.0,0.4,5.8,0.7,14.0,0.84,0.336,0.8,12.0,,,,,,,,4.0,7.0,0.0,a
"Bio dessert Panna cotta, au sucre de canne",769.2,10.0,15.0,9.8,2.6,0.19,0.076,,10.0,,,,,,,,4.0,2.0,0.0,unknown
Pj clementine pet 1l,194.0,9.9,0.0,0.0,0.6,0.0,0.0,0.1,11.0,,,,0.01,,,,1.0,0.0,0.0,c
Son d'avoine BIO,1577.0,1.0,8.1,1.5,13.0,0.01,0.004,13.0,56.0,,,,,,,,1.0,0.0,0.0,a
"Sauce coulis de tomate Purée de tomate 3 briques, 200g",119.0,3.9,0.1,0.1,1.2,0.4,0.16,1.5,4.9,,,,,,,,3.0,1.0,0.0,a
Comté AOP au lait cru râpé 34%MG,1700.0,0.5,34.0,22.0,26.0,0.8,0.32,0.0,0.5,,,,,0.9,,,3.0,0.0,0.0,d
Coulommiers,1063.0,0.5,20.0,14.0,19.0,1.4,0.56,0.0,1.0,,,,,,,,3.0,0.0,0.0,d
Blé,1465.0,0.6,2.5,0.5,14.0,0.0,0.0,10.0,62.0,,,,,,,,1.0,0.0,0.0,a
Blue,1493.0,0.05,33.0,23.0,16.0,2.2,0.88,0.5,0.05,,,,,0.27,,,,0.0,0.0,d
Margarine Oméga 3 Bio,2970.2,0.5,80.0,25.0,0.1,0.05,0.02,,0.5,,,,,,,,4.0,2.0,0.0,d
Chicorée café,1452.0,4.3,0.0,0.0,12.0,0.25,0.1,13.0,65.0,,,,,,,,1.0,0.0,0.0,unknown
Salade catalane au thon,496.0,3.7,6.0,0.7,9.2,0.9,0.36,2.6,5.7,,,,,,,,4.0,2.0,0.0,b
Yaourt sur lit  de fruits rouges,415.0,11.0,3.7,2.3,3.4,0.09,0.036,,13.0,,,,,,,,4.0,0.0,0.0,a
Mascarpone 40%mg,1625.0,2.5,40.0,28.0,6.0,0.1,0.04,0.0,2.5,,,,,,,,3.0,1.0,0.0,d
Fromage frais aux fruits,361.0,10.0,2.0,1.3,6.9,0.08,0.032,0.0,10.0,,,,,0.12,,,4.0,2.0,0.0,a
Infusion verveine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,b
Bio village noix de cajou,2587.0,6.5,49.0,8.7,20.0,0.03,0.012,5.5,22.0,,,,,,,,3.0,0.0,0.0,b
Knusprige Haferfleks Klassik Kölln,1648.7,17.0,5.4,1.1,9.7,1.08,0.432,7.5,72.0,,,0.0,0.0,,0.00366666666666667,,4.0,0.0,0.0,c
Skyr Bourbon Vanille,306.0,7.5,0.2,0.1,8.6,0.12,0.048,,8.3,,,,,,,,4.0,0.0,0.0,a
Napolina Extra Virgin Olive Oil 500Ml,3381.8,0.0,91.4,13.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,0.0,b
granary wholemeal bread,997.0,2.4,2.4,0.4,10.6,0.98,0.392,6.8,39.8,,,,,,,,4.0,4.0,0.0,a
Crispy French fries,905.5,0.8,8.2,1.0,3.3,0.54,0.216,4.5,30.0,,,,,,,,4.0,3.0,0.0,b
Smooth Peanut Butter,2700.0,4.2,54.5,7.2,26.3,0.9825,0.393,6.5,9.2,,,0.0,0.0,,0.0,,2.0,0.0,0.0,c
Mayonnaise aux Œufs,3049.7,1.5,81.0,6.5,1.2,1.18,0.472,,1.9,,,,,,,,4.0,1.0,0.0,e
Biaform 100% volkoren complet,994.666666666667,2.66666666666667,3.33333333333333,0.666666666666667,8.66666666666667,0.983333333333333,0.393333333333333,8.33333333333333,38.6666666666667,,,,,,,,4.0,0.0,0.0,a
Flocos de milho Nacional 0%,1547.0,0.8,1.0,0.6,6.0,1.4,0.56,6.0,80.0,,,,,,,,,0.0,,c
Activia meille,254.38,4.54,3.25,1.95,3.35,0.0875,0.035,,4.54,,,,,0.1194,,,1.0,0.0,0.0,b
Fraidoux Président (120G),861.5,2.5,18.0,16.0,5.5,0.3925,0.157,,5.0,,,,,0.13,,,4.0,5.0,,d
Pizza Sauce Aromatica,137.5,4.2,0.5,0.1,1.6,0.74,0.296,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,c
Boquerones al vinagre,846.6,0.22,13.6,1.86,19.4,3.1,1.24,,0.8,,,,,,,,3.0,0.0,0.0,d
WHOLEMEAL PITTAS,1049.4,2.1,1.0,0.3,9.7,0.58,0.33,3.3,48.3,,,,,,,,3.0,1.0,0.0,a
Protein Soy Unsweetened,154.6,0.4,1.8,0.2,3.2,0.09,0.036,0.8,1.6,,,4e-05,,0.12,0.0004,0.14,4.0,3.0,0.0,b
Smoothie fresa,197.0,9.4,0.1,0.0,0.6,0.01,0.004,0.8,10.5,,,,,,,,1.0,1.0,0.0,c
Bio Soja ohne Zucker,124.0,0.0,1.6,0.3,3.0,0.08,0.032,0.0,0.9,,,,,,,,3.0,0.0,0.0,b
Vlassic Spreadable Cheese,1020.5,6.5,20.0,14.0,9.0,,,,7.5,,,,,,,,,0.0,,unknown
Whole Grain 15 Grain Bread,1259.3023255814,9.30232558139535,5.81395348837209,1.16279069767442,11.6279069767442,0.872093023255814,0.348837209302326,6.97674418604651,46.5116279069767,,,0.0,0.0,0.0930232558139535,0.0027906976744186,0.255813953488372,4.0,4.0,0.0,b
Original Thin Bagels,1091.0,6.4,1.4,0.4,10.0,0.7875,0.315,2.4,50.0,,,,,,,,3.0,2.0,0.0,c
Tropicana Sanguinello,192.0,10.0,0.0,0.0,0.6,0.0,0.0,0.8,10.0,,,,0.045,,,,1.0,0.0,0.0,c
Coco cajou sans huile de palme,2248.0,0.6,60.0,27.0,0.6,0.3,0.12,0.0,1.0,,,,,,,,4.0,1.0,0.0,d
Nature,161.9,0.0,2.4,0.4,4.3,0.1,0.04,,0.0,,,,,,,,4.0,0.0,0.0,a
Tofu Ail Des Ours,864.5,0.8,14.0,1.9,18.0,0.97,0.388,2.3,1.3,,,,,,,,3.0,0.0,0.0,a
La prairie mdora,2656.0,0.7,70.0,1.0,,,,,1.0,,,,,,,,,0.0,0.0,unknown
Spaghetti n°15 (Le Integrali),1512.5,3.3,2.5,0.3,15.0,0.0725,0.029,7.5,65.0,,,,,,,,1.0,0.0,0.0,a
Houmous Garlic + Red Pepper,1402.0,3.0,31.0,3.1,6.0,1.3,0.52,,9.0,,,0.0,0.0,,0.0,,3.0,3.0,0.0,c
Краве кисело мляко 4%,289.0,4.4,4.0,2.4,3.8,0.0975,0.039,,4.4,,,,,,,,3.0,0.0,0.0,b
Flocons D'Avoine,1776.25,0.0,6.25,1.25,12.5,0.0,0.0,12.5,72.5,0.0,0.0,,,0.05,0.004375,0.375,,0.0,0.0,a
Chopped Tomatoes,98.7,3.6,0.2,0.0,1.3,0.1,0.04,1.0,3.6,,,,,,,,1.0,1.0,0.0,a
Peanut Butter,2610.6,5.9,52.0,6.8,26.0,0.12,0.048,7.2,11.0,,,,,,,,1.0,0.0,,a
Pistaches,2661.4,6.2,54.0,10.0,21.0,0.0,0.0,4.3,16.0,,,,,,,,3.0,0.0,0.0,b
Activia Céréales Saveur Noix Céréales,419.0,11.1,3.4,1.8,3.9,0.13,0.052,2.04,12.4,,,,,0.128,,,4.0,1.0,0.0,c
Mario thon entier à l'huile végétale,858.1,0.0,11.2,0.0,26.1,1.0,0.4,,0.0,,,,,,,,3.0,0.0,0.0,a
Greek style yoghurt low-fat,245.0,4.0,0.2,0.1,10.0,0.1,0.04,0.0,4.0,,,,,,,,1.0,0.0,,a
Avena cremosa,184.3,2.6,1.4,0.2,0.4,0.1,0.04,1.9,6.5,,,,,,,,4.0,1.0,,c
0% Fat Greek Style Yoghurt,254.3,6.6,0.4,0.1,6.2,0.1375,0.055,0.4,7.7,,,0.0,0.0,,0.0,,,0.0,0.0,a
Emmental râpé Bio,1558.0,0.5,29.0,20.0,28.0,0.7,0.28,,0.5,,,,,,,,3.0,0.0,0.0,c
Thon blanc germon à l'huile d'olive Label Rouge,866.0,0.0,11.0,2.1,27.0,1.0,0.4,0.0,0.0,,,,,,,,1.0,0.0,0.0,b
Mousse au fromage frais,578.9,11.8,6.9,4.4,6.3,0.08,0.032,0.5,12.5,,,,,,,,4.0,1.0,0.0,c
Honey Nut Cheerios,1740.21621621622,12.0,5.40540540540541,0.0,8.10810810810811,0.525,0.21,3.0,81.0810810810811,0.0,0.0,0.0,0.0,0.13,0.0,0.15,4.0,2.0,0.0,c
Light & Free,201.0,4.5,0.1,0.06,7.3,0.11,0.044,0.0,4.5,,,,,0.13,,,4.0,0.0,0.0,a
Sardines fabrication françaises,991.5,0.5,16.0,3.9,23.0,0.7,0.28,,0.5,,,,,,,,,0.0,0.0,b
"Almond, Apple & Raisin Granola",1938.73333333333,18.0,14.0,2.7,10.6666666666667,0.04,0.016,8.3,69.0,,,0.0,0.0,,0.0,,3.0,0.0,0.0,c
Cappu pulpy,,0.0,,0.0,,,,,,,,,,,,,4.0,7.0,,unknown
Lightly Salted Potato Chips,2067.4,0.1,25.4,3.0,7.7,0.64,0.256,4.1,56.7,,,,,,,,3.0,0.0,0.0,c
Tofu gourmet teriyaki,624.5,2.3,7.7,1.3,13.0,0.9,0.36,4.2,5.0,,,,,,,,,0.0,0.0,a
Appy fizz,216.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,12.95,,,,,,,,4.0,7.0,0.0,e
Gran bauletto integrale e noci,1185.19553072626,7.0,10.0,1.0,12.0,1.0,0.4,8.39944134078212,32.0,,,,,,,,4.0,0.0,0.0,a
Belugalinse Balsamico,618.0,6.5,8.1,0.9,4.2,1.2,0.48,3.2,13.0,,,,,,,,3.0,0.0,0.0,a
Chickpeas in Water,620.0,0.7,3.0,0.3,8.4,0.0,0.0,7.1,18.3,,,,,,,,1.0,0.0,0.0,a
Frosties,1594.0,37.0,0.6,0.1,4.5,0.83,0.332,2.0,87.0,,,,,,0.008,,3.0,0.0,0.0,d
Original Nuts & Seeds imp,1969.0,7.2,22.6,5.0,12.5,0.03,0.012,7.3,50.7,,,,,,,,4.0,0.0,0.0,c
dried bananas,2090.0,15.3,27.1,22.6,2.1,0.01,0.004,3.9,60.0,,,,,,,,4.0,0.0,0.0,d
Magnum CAW 8x 100ml,985.0,21.0,14.0,10.0,3.2,0.13,0.052,0.0,23.0,,,,,,,,4.0,6.0,0.0,d
dried mango,1401.0,66.3,1.2,0.3,2.5,0.41,0.164,2.4,76.2,,,,,,,,3.0,1.0,0.0,d
Natur'&bon amandes noix de cajou pistaches,2546.0,5.1,50.0,5.3,25.0,0.0,0.0,8.4,12.0,,,,,,,,1.0,0.0,0.0,c
Maxi burger,1129.5,5.5,4.5,0.8,10.0,1.0825,0.433,3.5,45.0,,,,,,,,4.0,6.0,0.0,c
OATLY! VANILLE FLAVOUR OAT,284.5,5.9,2.6,0.3,1.1,0.11,0.044,0.8,9.6,,,,,,,,4.0,0.0,0.0,e
Carottes râpées,353.5,5.7,5.6,0.4,1.3,0.64,0.256,3.2,5.8,,,,,,,,4.0,1.0,,a
Baked beans in tomato sauce,386.5,4.4,1.1,0.0,4.6,0.53,0.212,3.7,14.0,,,,,,,,3.0,1.0,0.0,a
Tchico flakes,1641.0,30.0,4.5,,8.5,0.38,0.152,6.9,78.0,,,,,,,,4.0,2.0,,unknown
Pepsi Brand Mirinda orange flv 2ltr,230.0,13.8,0.0,0.0,0.0,0.015,0.006,0.0,13.8,,,,,,,,4.0,3.0,0.0,e
Fanta,234.0,13.7,0.0,0.0,0.0,,,0.0,14.0,,,,,,,,4.0,8.0,0.0,unknown
Tiger bloomer,1242.28070175439,3.85964912280702,7.01754385964912,0.87719298245614,8.07017543859649,0.864912280701754,0.345964912280702,3.15789473684211,48.2456140350877,,,,,,,,4.0,7.0,0.0,c
Granola lin et tournesol,1828.0,11.0,19.0,2.5,11.0,0.01,0.004,9.6,48.0,,,,,,,,3.0,0.0,0.0,b
Peanut Butter,2542.0,4.9,49.9,8.2,24.2,0.02,0.008,8.4,12.9,,,,,,,,1.0,0.0,,a
"Céréales mini cookies, paquet 375g",1609.0,22.0,1.7,0.3,8.4,0.27,0.108,5.4,80.0,,,,,,,,4.0,0.0,0.0,c
Fusilli,1522.3,3.0,1.9,0.8,12.0,0.03,0.012,3.0,72.0,,,,,,,,1.0,0.0,0.0,a
Ravioli Légumes grillés et pignons de pin,974.7,5.0,9.2,2.7,7.9,1.4,0.56,3.0,28.0,,,,,,,,4.0,0.0,0.0,d
Bake at Home 2 Baguettes,1249.6,3.7,1.3,0.4,8.9,1.0925,0.437,4.2,59.8,,,0.0,0.0,,0.0,,,,0.0,c
Thé vert myrtille et mûre x 20 sachets,17.0,0.0,0.5,0.01,0.5,0.01,0.004,0.0,0.5,,,,,,,,4.0,0.0,0.0,unknown
Banzaï Noodle saveur curry,343.0,0.7,3.3,1.7,1.9,1.3,0.52,1.0,10.6,,,,,,,,4.0,8.0,1.0,unknown
Malted Wheats,1530.0,10.0,1.3,0.3,11.0,0.28,0.112,11.0,71.0,,,,,,0.0122,,4.0,0.0,0.0,a
Legumes pour coucous bio,151.0,2.0,0.9,0.1,1.6,0.75,0.304,2.6,4.1,,,,,,,,3.0,0.0,,c
Sunflower Seeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,b
Granola protein peanut butter,2210.0,31.0,28.0,3.8,20.0,,,15.0,42.0,,,,,,,,4.0,0.0,0.0,unknown
Lay's barbecue,2104.0,2.8,27.0,2.1,6.5,0.65,0.26,5.3,55.0,,,,,,,,4.0,6.0,,c
Walnusskerne,3012.1,2.7,71.2,6.9,15.8,0.0,0.0,4.5,4.3,,,,,,,,1.0,0.0,0.0,a
Lait de coco,601.2,0.9,14.0,13.0,1.2,0.05,0.02,1.9,2.8,,,,,,,,4.0,1.0,,c
Pétales de sarrasin,1554.0,1.0,2.9,0.8,14.0,1.0,0.4,6.2,69.0,,,,,,,,3.0,0.0,0.0,a
Nouilles,1206.8,2.3,11.6,6.0,7.0,4.1,1.64,3.7,37.0,,,,,,,,4.0,5.0,,unknown
Peanut Butter,2523.0,9.0,49.0,8.0,24.0,0.59,0.236,8.0,14.0,,,,,,,,,0.0,0.0,c
CREME VANILLE M.NOVA 2X150G,579.9,14.0,6.6,4.3,2.7,0.1,0.04,0.1,17.0,,,,,,,,4.0,2.0,0.0,c
Vegetarian 1/4lb Burgers,1053.0,0.6,15.0,1.1,21.0,1.3,0.52,7.3,5.3,,,,,,,,4.0,1.0,0.0,a
mushroom & mascarpone tortelloni,1208.48,2.48,12.0,4.8,9.6,0.8,0.3144,3.76,33.6,,,,,,,,4.0,0.0,0.0,c
Frutos del Bosque,208.0,5.6,0.2,0.2,6.0,0.1775,0.071,,5.8,,,,,,,,4.0,1.0,,c
OraSì Avena,160.0,4.7,1.1,0.2,0.0,0.12,0.048,0.0,7.0,,,0.0,,0.12,,,4.0,1.0,,c
Kefir natural,274.0,3.9,2.9,1.9,5.5,0.13,0.052,0.0,3.9,,,,,0.00016,,,1.0,0.0,,c
Tartines Craquantes Au Riz Noir Bio sans gluten,1576.0,0.8,2.6,0.6,9.6,0.6,0.24,5.6,75.0,,,,,,,,3.0,0.0,0.0,a
yago,313.55,11.81,1.78,1.16,1.8,0.06,0.024,,12.77,,,,,0.0666,,,4.0,0.0,0.0,e
3 noix,2607.0,4.4,52.0,7.1,23.0,0.01,0.004,8.5,12.0,,,,,,,,1.0,0.0,,a
huile d'olive,3700.0,0.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,,,b
Torsades 100% Lentilles Corail,1469.0,3.0,1.7,0.2,25.0,,,5.8,55.0,,,,,,,,1.0,0.0,0.0,unknown
Jus d'orange pêche abricot bio,180.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,1.0,0.0,0.0,d
Müesli Chocolat,1570.7,10.0,8.2,3.4,9.9,0.03,0.012,12.0,59.0,,,,,,,,3.0,0.0,,a
Paq. Boisson Cranberry PET 1L,154.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,8.7,,,,,,,,3.0,0.0,0.0,e
Plain Tortilla Wraps,1334.21052631579,1.92982456140351,4.3859649122807,1.92982456140351,8.94736842105263,0.828947368421053,0.331578947368421,3.33333333333333,58.4210526315789,,,,,,,,4.0,8.0,0.0,c
Protein yogurt coconut taste,314.0,4.5,0.6,0.4,10.0,0.21,0.084,0.0,6.5,,,0.0,0.0,,0.0,,4.0,2.0,,a
Almondmilk,56.0416666666667,0.0,1.04166666666667,0.0,0.416666666666667,0.177083333333333,0.0708333333333333,0.416666666666667,0.416666666666667,0.0,0.0,6.25e-05,,0.1875,0.000291666666666667,0.0666666666666667,4.0,2.0,0.0,b
Himbeere Apfel,229.8,4.6,2.0,0.3,3.6,0.11,0.043,1.2,5.0,,,,,0.12,,,4.0,5.0,0.0,a
Gran cucina,776.8,4.5,16.4,14.8,3.0,0.08,0.032,,7.0,,,,,,,,4.0,2.0,0.0,d
lightly seeded medium sliced white,1082.72727272727,2.72727272727273,3.63636363636364,0.454545454545455,9.31818181818182,0.960227272727273,0.384090909090909,4.54545454545455,44.3181818181818,,,,,,,,4.0,3.0,0.0,b
Tofu mariné à la japonaise,569.3,1.6,7.6,1.2,13.0,1.1,0.44,3.5,2.3,,,,,,,,3.0,0.0,0.0,b
Pom potes,241.0,11.0,0.5,0.2,0.5,0.0,0.0,1.2,12.0,,,,,,,,4.0,1.0,,a
Fruit and nut bar,2017.0,36.0,25.4,16.3,6.1,0.035,0.014,8.0,53.5,,,,,,,,,,,e
Tartines lin,1524.0,3.8,2.0,0.4,9.6,1.15,0.46,6.0,74.0,,,,,,,,3.0,0.0,,c
COTTAGE CHEESE,416.0,1.04,6.0,4.4,9.8,0.8,0.32,,1.6,,,,,,,,3.0,1.0,,c
Edam,1296.0,,24.0,,24.0,1.97,0.787,,0.0,,,,,,,,3.0,0.0,,unknown
Kefir Natural,274.3,3.9,3.6,2.3,4.4,0.325,0.051,,3.9,,,,,0.12,,,,0.0,,c
Yippee Noodles,1908.0,3.2,19.2,10.0,9.2,2.986,1.1944,,64.0,0.12,,,,,,,,,,unknown
Weetabix Chocolate,1569.0,20.0,2.0,0.7,9.2,0.28,0.112,7.9,75.0,,,,,,0.0078,,4.0,0.0,,b
NO ADDED SUGAR GRANOLA APPLE & BERRY,1810.5,8.8,14.0,1.9,9.2,0.02,0.008,7.5,63.3,,,,,,,,,,,a
Classic Hummus,1190.0,0.0,20.0,3.33333333333333,6.66666666666667,0.0,0.0,6.66666666666667,16.6666666666667,0.0,0.0,0.0,0.0,0.0,0.00133333333333333,0.313333333333333,3.0,1.0,0.0,a
All-Bran Buds,1946.66666666667,26.6666666666667,3.33333333333333,1.66666666666667,10.0,5.08333333333333,0.633333333333333,36.6666666666667,80.0,,,,,0.0666666666666667,0.0133333333333333,1.0,4.0,2.0,0.0,e
Raspberries,303.252032520325,4.0650406504065,0.813008130081301,0.0,0.813008130081301,0.00203252032520325,0.000813008130081301,6.50406504065041,12.1951219512195,0.0,0.0,,,0.024390243902439,0.000650406504065041,0.154471544715447,1.0,0.0,0.0,a
Burrata,1072.0,1.8,23.3,14.5,10.3,0.41,0.164,0.0,2.0,,,,,,,,3.0,2.0,0.0,d
Erdnüsse im Teigmantel mit BBQ-Geschmack,2326.0,7.7,34.8,4.1,14.8,1.83,0.732,4.8,44.0,,,,,,,,4.0,3.0,0.0,d
Raisins secs,1375.8,59.0,0.5,0.0,3.1,0.03,0.012,3.7,75.0,,,,,,,,3.0,0.0,0.0,d
Coude rayé qualité supérieure 500g,1531.0,3.7,2.0,0.4,12.0,0.0,0.0,3.6,72.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,a
Tofu soyeux,226.0,0.9,2.9,0.5,5.2,0.03,0.012,0.8,1.4,,,,,,,,3.0,0.0,0.0,a
President petit brie 500g,1419.0,0.5,31.0,22.0,16.0,1.3,0.52,0.0,0.5,0.666666666666667,0.1,0.0,0.0,0.416666666666667,0.0,0.1,3.0,0.0,0.0,d
Hachis parmentier,540.0,2.3,7.1,3.6,5.8,0.62,0.248,1.3,9.9,,,,,,,,3.0,0.0,0.0,c
Quinoa étui de 400g,1510.0,2.5,6.1,0.7,14.0,0.01,0.004,7.0,58.0,,,,,,,,1.0,0.0,0.0,a
Soya Cuisine,566.0,1.1,13.0,1.4,3.2,0.05,0.02,,1.8,,,,,,,,4.0,3.0,0.0,b
La délicieuse panée tomate basilic vegan,1007.7,2.9,9.5,1.0,16.0,1.0,0.4,3.4,21.0,,,,,,,,4.0,0.0,0.0,a
Purées 4 Fruits Secs,2602.9,6.1,52.5,7.0,24.0,0.0,0.0,6.9,11.6,,,,,,,0.6,1.0,0.0,0.0,c
2 Clafoutis aux tomates et aux fromages de chèvre et de brebis,743.7,2.8,12.0,8.7,5.7,0.67,0.4,4.1,10.0,,,,,,,,3.0,0.0,0.0,d
Tarte fine Champignons Gorgonzola,756.0,2.6,8.5,4.5,4.5,0.96,0.384,1.5,21.0,,,,,,,,3.0,0.0,0.0,c
Glace à l'italienne - citron façon Limoncello,575.0,25.0,2.7,2.7,0.8,0.08,0.032,1.1,27.0,,,,,,,,4.0,3.0,0.0,c
Myrtille bio,809.0,44.0,0.5,0.1,0.5,0.03,0.012,,46.0,,,,,,,,4.0,1.0,0.0,d
Rhubarbe cuite au chaudron,758.0,43.0,0.5,0.5,0.5,0.1,0.04,,43.0,,,,,,,,4.0,1.0,0.0,d
Purée Amande Blanche,2754.3,4.7,58.5,4.9,25.8,0.05,0.02,7.0,5.6,,,,,0.273,0.00267,0.476,1.0,0.0,0.0,a
Huile de Colza,3404.0,0.0,92.0,6.6,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,0.0,b
NOISETTES,743.0,0.0,6.8,1.0,1.9,0.65,0.26,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,c
Pommes Dauphine,1116.0,2.3,15.0,2.0,3.9,1.2,0.48,2.8,28.0,,,,,,,,3.0,0.0,0.0,c
Brassé Fraise mixée au lait entier,368.0,11.0,3.0,2.0,3.6,0.12,0.048,0.0,12.0,,,,,,,,4.0,0.0,0.0,c
Nature of nuts,2007.0,32.0,27.0,2.8,16.0,0.17,0.068,7.5,40.0,,,,,,,,3.0,0.0,0.0,c
Quinoa et boulghour,1480.0,6.1,4.0,0.4,12.0,0.0,0.0,9.3,62.0,,,,,,,,1.0,0.0,0.0,a
Emmental bio 31% Mat. Gr. portion,1632.0,0.5,31.0,21.0,27.0,0.6,0.24,0.5,1.5,,,,,,,,3.0,0.0,0.0,c
Pain sans gluten,899.2,3.0,4.4,0.6,3.7,0.875,0.35,7.9,35.9,,,,,,,,4.0,3.0,0.0,a
Pizza-Pizza Bratfilets,787.0,1.1,13.0,0.0,16.0,1.6,0.0,,2.0,,,,,,,,3.0,0.0,0.0,c
Kinder,2413.0,53.6,36.2,24.1,8.8,0.305,0.122,,53.9,,,,,,,,4.0,2.0,0.0,e
Sticks Cretois,886.0,3.5,10.0,1.3,5.7,1.5,0.6,2.7,23.0,,,,,,,,3.0,0.0,0.0,c
King Pot Noodle Chicken & Mushroom,564.25974025974,1.06493506493506,5.45454545454545,0.571428571428572,3.11688311688312,0.587662337662338,0.235064935064935,0.597402597402597,17.9220779220779,,,0.0,0.0,,0.0,,4.0,6.0,0.0,unknown
Crunchy Peanut Butter,2659.4,3.8,54.3,7.9,27.7,1.0825,0.433,6.7,7.4,,,,,0.045,0.0019,0.745,3.0,0.0,1.0,c
