product_name,energy_100g,sugars_100g,fat_100g,saturated_fat_100g,proteins_100g,salt_100g,sodium_100g,fiber_100g,carbohydrates_100g,trans_fat_100g,cholesterol_100g,vitamin_a_100g,vitamin_c_100g,calcium_100g,iron_100g,potassium_100g,nova_group,additives_n,ingredients_from_palm_oil_n,nutrition_grade
A la grecque,704.0,2.1,16.0,15.0,1.4,0.0,0.0,0.4,5.0,,,,,,,,3.0,0.0,,d
Dátiles,1254.0,68.0,0.5,0.0,2.2,0.0,0.0,7.5,68.0,,,,,,,,,0.0,,d
Tielle setoise,1078.6,3.1,15.0,1.5,7.8,1.0,0.4,,23.0,,,,,,,,4.0,0.0,,c
Lucky Charms,1756.94444444444,33.3333333333333,4.16666666666667,0.0,8.33333333333333,0.0347222222222222,0.0138888888888889,5.55555555555556,83.3333333333333,0.0,0.0138888888888889,,,0.361111111111111,0.01,0.0,4.0,5.0,0.0,d
Reese's Cup White King Size,2235.0,47.5,30.0,11.25,10.0,0.875,0.35,2.5,55.0,,,,,0.1,0.0015,0.3375,4.0,3.0,1.0,e
Green Olive Ciabatta Rolls,1090.66666666667,3.06666666666667,6.4,1.06666666666667,8.8,1.15333333333333,0.461333333333333,5.86666666666667,38.6666666666667,,0.0266666666666667,0.00024,,0.373333333333333,0.000133333333333333,0.466666666666667,,0.0,0.0,c
Steel Cut Oatmeal Original,149.6,0.0,0.8,0.266666666666667,1.06666666666667,,,0.266666666666667,5.86666666666667,,,0.0,0.0,0.00533333333333333,0.00333333333333333,0.032,3.0,1.0,0.0,unknown
Peanut Butter Spread,2639.39393939394,12.1212121212121,48.4848484848485,10.6060606060606,21.2121212121212,0.606060606060606,0.242424242424242,9.09090909090909,24.2424242424242,0.0,0.0,,,0.0545454545454545,0.0015625,,3.0,0.0,0.0,c
Love Crunch Dark Chocolate & Red Berries Premium Organic Granola,1919.3,20.0,16.7,3.3,6.7,0.1375,0.055,6.7,66.7,,,0.0,0.0,,0.003,,4.0,1.0,0.0,c
Boneless Butterflied Sardine Fillets,695.0,0.0,8.75,1.25,20.0,1.03125,0.4125,1.25,1.25,0.0,0.075,,,0.125,0.00238095238095238,0.125,1.0,0.0,0.0,b
Unbleached All-Purpose Flour,1556.66666666667,,0.0,,13.3333333333333,,,3.33333333333333,76.6666666666667,,,,,,,,1.0,0.0,0.0,unknown
Whole Grains Oatnut,1240.6976744186,6.97674418604651,5.81395348837209,0.0,9.30232558139535,0.872093023255814,0.348837209302326,4.65116279069767,48.8372093023256,0.0,0.0,,,0.0581395348837209,0.00255813953488372,0.186046511627907,4.0,4.0,0.0,c
Barilla Classic Penne,1596.42857142857,1.0,1.78571428571429,0.0,12.5,0.0,0.0,5.35714285714286,75.0,0.0,0.0,,,0.012,0.00357142857142857,0.118,1.0,0.0,0.0,a
Red Raspberry Spread,850.0,45.0,0.0,,0.0,0.0125,0.0,,50.0,,,,,,,,4.0,1.0,0.0,c
Mexican-style Chilli & Bean Soup,260.6,2.2,0.9,0.1,3.2,0.4925,0.197,2.7,8.9,,,,,,,,3.0,0.0,0.0,a
Tomato & basilico soup,144.0,4.1,0.5,0.1,0.9,0.5,0.2,0.6,6.2,,,,,,,,3.0,0.0,0.0,c
Mozzarella,895.0,1.0,15.9,11.1,16.9,0.52,0.99,0.5,1.1,,,,,,,,3.0,1.0,0.0,c
Ripe & Ready Medium Avocados,825.685279187817,0.101522842639594,19.7969543147208,4.06091370558376,1.92893401015228,0.02,0.00802030456852792,3.45177664974619,1.92893401015228,,,,,,,,1.0,0.0,0.0,a
Pitted Prunes,1122.5,35.0,0.0,0.0,2.5,0.0,0.0,7.5,60.0,0.0,0.0,0.0,0.0,0.045,0.0,0.775,3.0,1.0,0.0,c
Chocolate Sea Salt Ancient Grain Granola,595.0,6.0,6.0,3.5,3.0,0.3375,0.135,2.0,18.0,0.0,0.0,,,0.03,0.00333333333333333,0.0,4.0,0.0,0.0,c
Honey Bunches of Oats with Almonds Cereal,1759.52380952381,21.4285714285714,7.14285714285714,0.0,7.14285714285714,1.07142857142857,0.428571428571429,4.76190476190476,78.5714285714286,0.0,0.0,0.0,0.0,0.0238095238095238,0.0385714285714286,0.214285714285714,4.0,1.0,0.0,d
Doppio concentrato di pomodoro,374.3,13.0,0.5,0.0,4.0,1.2,0.48,4.1,15.0,,,,,,,,3.0,0.0,0.0,b
Haselnuss Schnitte,2273.0,37.9,33.9,21.4,5.8,0.1,0.04,,51.8,,,,,,,,4.0,2.0,0.0,e
Bifidus cremoso vainilla,379.0,11.6,2.8,1.9,3.8,0.1,0.04,,12.4,,,,,,,,4.0,3.0,0.0,c
Wok Noodles Classic,681.3,0.5,1.7,0.5,6.8,0.13,0.138,2.5,28.4,,,,,,,,4.0,1.0,0.0,a
Solevita,172.3,9.0,0.2,0.1,0.7,0.0,0.0,0.0,9.0,,,,,,,,1.0,0.0,0.0,c
Panzani Lasagne wheat pasta,1530.8,3.7,2.0,0.35,12.0,0.0,0.0,3.6,72.0,,,,,,,,1.0,0.0,0.0,a
Pom'potes Pomme Poire,242.1,11.0,0.5,0.2,0.4,0.0,0.0,1.6,12.0,,,,,,,,4.0,1.0,0.0,b
Cossettes de mozzarella,1285.0,2.5,22.0,15.0,25.0,1.5,0.6,,2.7,,,,,,,,3.0,0.0,0.0,d
Amandes poudre,2659.0,4.3,55.4,4.3,26.3,0.03,0.012,9.2,5.2,,,,,,,,1.0,0.0,0.0,a
Steak haché 5% jean rozé 400g vbf,544.0,0.1,5.0,2.1,21.0,0.17,0.068,0.0,0.1,,,,,,,,,0.0,0.0,b
Jambon de Parme,1063.5,0.5,16.0,5.4,27.0,4.6,1.84,0.5,0.5,,,,,,,,3.0,0.0,0.0,e
Les tranchettes croque monsieur à l'emmental,1039.0,4.1,17.0,12.0,18.0,2.8,1.12,0.5,6.1,,,,,,,,4.0,2.0,0.0,e
Mélange cocktail apéritif paquet de 120g,2131.0,29.0,31.0,4.7,18.0,0.01,0.004,6.1,37.0,,,,,,,,3.0,0.0,0.0,d
"Haché de thon à la Provençale, transformé en France, barquette de 200g",515.0,1.8,5.0,0.5,15.0,0.98,0.392,1.3,3.7,,,,,,,,4.0,2.0,0.0,a
Champignons de Paris pieds et morceaux - Boîte de 230g net égoutté,81.0,0.5,0.5,0.1,2.2,0.63,0.252,2.5,0.7,,,,,,,,3.0,2.0,0.0,a
Riz long étuvé boîte de 500g,1509.0,0.3,0.8,0.2,7.3,0.02,0.008,1.5,79.0,,,,,,,,1.0,0.0,0.0,b
Yaourt au lait entier saveur vanille pot en verre 4x125g,351.0,11.0,3.0,1.9,2.9,0.1,0.04,0.0,11.0,,,,,,,,4.0,0.0,0.0,c
Trio de poivrons 600g,149.0,3.2,0.5,0.1,0.83,0.01,0.024,1.7,6.1,,,,,,,,1.0,0.0,0.0,a
Pavés au soja provençal bon et végétarien - 2x100g - 200g,642.0,2.0,6.9,0.5,16.0,1.2,0.48,6.0,3.6,,,,,,,,4.0,1.0,0.0,a
Yaourts brassés à la pulpe de fruits 8x100g,423.0,11.0,3.2,2.0,3.8,0.13,0.052,0.5,11.0,,,,,,,,4.0,0.0,0.0,c
Purée noisette cajou cachuetes,2557.8,5.7,53.0,7.0,20.0,0.03,0.012,6.6,12.0,,,,,,,,1.0,0.0,0.0,a
Tarte aux framboises,942.0,22.0,6.6,4.5,2.7,0.09,0.036,3.5,37.0,,,,,,,,3.0,0.0,0.0,c
Mix 3 fruits,1940.0,41.9,24.9,2.0,9.8,0.01,0.004,7.7,46.5,,,,,,,,3.0,0.0,0.0,d
Mogettes cuisinés à l'ancienne - Bocal 530g,327.0,0.7,1.3,0.4,5.4,0.71,0.284,4.9,8.7,,,,,,,,3.0,0.0,0.0,b
Pain de mie nature,1133.0,7.2,4.0,0.6,8.0,1.1,0.44,3.0,50.0,,,,,,,,4.0,3.0,0.0,c
Lentilles Vertes,1363.0,0.5,1.9,0.3,25.1,0.025,0.01,15.6,43.6,,,,,,,,1.0,0.0,0.0,a
"Ultra moelleux à l'oignon* *Préparation à 51 % de viande bovine hachée avec protéines végétales de soja, assaisonnée à l'oignon, crue, surgelée.",804.0,0.5,13.0,5.7,14.0,0.9,0.36,1.8,5.0,,,,,,,,4.0,0.0,0.0,d
Pain façon campagnard,962.0,2.4,5.7,0.7,3.3,1.28,0.512,8.3,37.3,,,,,,,,4.0,4.0,0.0,b
Cocktail de fruits au sirop léger,260.0,13.0,0.1,0.1,0.5,0.025,0.01,1.5,14.0,,,,,,,,4.0,2.0,0.0,a
Salakis,1126.0,0.8,22.84,16.2,15.7,2.75,1.1,,0.8,,,,,,,,,0.0,0.0,e
Épinards hachés,129.0,0.5,0.8,0.1,3.4,0.04,0.016,2.7,1.2,,,,,,,,3.0,0.0,0.0,a
spécialité soja naturePicto Soja Origine France,176.0,0.8,1.9,0.3,3.4,0.07,0.028,0.8,2.6,,,,,,,,4.0,2.0,0.0,b
Pain de mie aux céréales et graines,1231.0,4.4,5.5,0.7,10.0,0.99,0.396,3.9,48.0,,,,,,,,4.0,3.0,0.0,c
Pommes Duchesse,901.0,0.8,11.0,1.2,2.1,0.65,0.26,2.0,26.0,,,,,,,,4.0,0.0,0.0,c
Poêlée Champêtre,132.0,2.0,0.5,0.1,1.9,0.38,0.152,2.8,3.5,,,,,,,,3.0,0.0,0.0,a
Champignons Bolets Cèpes & De Paris,315.0,5.1,3.9,0.5,2.9,0.6,0.24,3.5,5.5,,,,,,,,4.0,1.0,0.0,a
Cr'ocks coeur fondant lait,1842.0,25.0,13.0,1.6,7.4,0.65,0.26,5.7,70.0,,,,,,,,4.0,2.0,0.0,d
YAOURT au lait entier à la Vanille,388.0,12.0,3.1,2.1,3.1,0.09,0.036,,13.0,,,,,,,,4.0,0.0,0.0,c
Lentilles gourmandes Petits pois & soja,1490.0,3.0,5.5,0.9,26.0,0.0,0.0,12.0,45.0,,,,,,,,1.0,0.0,0.0,a
Champignons de Paris,80.0,0.0,0.0,0.0,2.5999999046326,0.58,0.232,3.2000000476837,0.60000002384186,,,,,,,,3.0,1.0,0.0,a
Yaourt Nature 0% Mat. Gr.,160.0,4.5,0.0,0.0,4.5,0.13,0.052,,4.5,,,,,0.13,,,4.0,0.0,0.0,a
Sablés pur beurre aux pépites de chocolat,2050.0,24.0,23.0,14.0,7.6,0.73,0.292,5.1,62.0,,,,,,,,3.0,3.0,0.0,e
Pommes duchesse,675.0,0.5,7.1,0.8,2.2,0.7,0.28,2.2,21.0,,,,,,,,4.0,1.0,0.0,c
Potage gourmand Regal Soupe 8 legumes a la creme,271.0,2.3,4.3,1.5,0.6,0.7,0.28,0.6,5.7,,,,,,,,4.0,1.0,0.0,c
Yaourt à la grecque nature,433.0,3.8,8.2,6.0,2.9,0.1,0.04,0.0,4.7,,,,,,,,3.0,0.0,0.0,c
Fromage blanc issu de l'agriculture biologique,317.0,4.3,3.2,2.1,7.2,0.09,0.036,0.5,4.3,,,,,,,,3.0,0.0,0.0,b
Baies d'aronia séchées BIO - sachet,1265.2,22.0,1.2,0.2,3.4,0.01,0.004,20.0,59.0,,,,,,,,,0.0,0.0,c
HUILE ADULTE,3768.0,0.0,100.0,11.2,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,0.0,c
Tofu Piment d'Espelette,506.5,0.0,6.6,0.96,12.88,0.44,0.176,5.44,0.0,,,,,,,,3.0,0.0,0.0,a
Capri-Sun Monster-Alarm pack de 10,164.7,8.1,0.5,0.1,0.5,0.01,0.004,,8.1,,,,,,,,4.0,0.0,0.0,e
Haferfleks,1645.3,17.0,5.4,1.1,9.5,1.1,0.44,7.5,72.0,,,,,,,,4.0,0.0,0.0,c
Flocons d'avoine,1570.0,0.7,7.0,1.3,14.0,0.02,0.008,10.0,59.0,,,,,,,,,0.0,0.0,a
SOFT PFLAUMEN,950.1,28.0,0.5,0.1,2.8,0.02,0.008,,52.0,,,,,,,,1.0,0.0,0.0,b
Pistazienmus,2456.0,7.0,44.0,5.0,21.0,0.0,0.0,10.0,23.0,,,,,,,,1.0,0.0,0.0,a
Quick Cooking White Oats,1575.0,1.0,8.0,1.5,11.0,,,9.0,60.0,,,,,0.05,0.00375,0.375,1.0,0.0,0.0,unknown
Lemon Ice Tea,52.7,3.0,0.0,0.0,0.0,0.075,0.03,,3.1,,,,,,,,4.0,3.0,0.0,c
Kellogs Just Right 500g,1589.0,23.0,2.0,0.25,7.0,0.95625,0.3825,4.5,80.0,,,,,,,,3.0,0.0,0.0,d
Mango chutney,1020.0,44.7,0.5,0.1,0.5,2.9,1.16,0.5,59.5,,,,,,,,3.0,1.0,0.0,e
Aubergine Pickle,1539.8,33.4,24.8,1.7,2.1,4.0,1.6,,34.5,,,,,,,,3.0,1.0,0.0,e
Orange with concentrated grape and date juices,934.0,48.4,0.0,0.0,0.0,0.025,0.01,2.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,d
Vegan bouillon,823.0,3.6,2.6,0.4,4.0,48.3,19.32,0.0,37.6,,,,,,,,4.0,0.0,0.0,unknown
Fruit'n Fibre,1723.0,23.0,4.7,3.0,9.0,1.1,0.44,8.8,78.0,,,6.25e-06,,,0.008,,3.0,0.0,0.0,d
Cocoa,1615.0,0.3,21.7,13.2,22.3,0.0,0.0,31.0,14.5,,,,,0.119,0.03,4.68,1.0,0.0,0.0,unknown
Apple Juice Burst,178.0,10.5,0.5,0.1,0.5,0.01,0.004,0.5,10.5,,,,,,,,4.0,1.0,0.0,c
P.JUS ORAN.PULP.INNOCENT,180.95,8.8,0.0,0.0,0.73,0.7175,0.287,0.88,9.5,,,,0.026,,,0.177,1.0,0.0,0.0,d
"Pineapples, Bananas & Coconuts Fruit Smoothie",242.666666666667,11.3333333333333,0.633333333333333,0.526666666666667,0.213333333333333,0.0,0.0,1.13333333333333,12.0,,,,0.028,,,0.235,1.0,0.0,0.0,d
SWEETCORN IN WATER,338.3,6.8,1.9,0.4,2.8,0.0,0.0,2.9,11.6,,,,,,,,1.0,0.0,0.0,b
Crunchy Peanut Butter,2596.8,6.5,50.5,6.8,25.3,0.6875,0.275,7.1,14.2,,,,,,,,3.0,0.0,0.0,c
Blackcurrant,74.8,3.72,0.0,0.0,0.0,,,,4.4,,,,0.032,,,,4.0,5.0,0.0,unknown
Nutri-Brex Gluten Free,1546.339,2.66666666666667,3.0,0.666666666666667,10.667,0.566666666666667,0.226666666666667,8.0,70.0,,,,,,,,4.0,0.0,0.0,a
Boisson végétale à base d’amande sans sucre,88.1,0.5,1.4,0.2,0.7,0.12,0.048,0.5,1.2,,,,,,,,4.0,1.0,0.0,b
Alpro Soyadessert Vanilje 4stk a 125g,356.0,10.7,1.8,0.3,3.2,0.14,0.056,0.5,13.5,,,,,0.12,,,4.0,1.0,0.0,e
Spaghetti Complètes,1419.5,13.5,2.0,0.1,13.5,0.025,0.01,3.5,64.0,,,,,,0.002399,,,0.0,0.0,b
Éveil du bouddha mangue et baobab,1549.0,17.0,14.0,1.6,12.0,0.05,0.02,17.0,49.0,,,,,0.137,0.0033,0.729,1.0,0.0,0.0,a
Soba Chili Cup,849.9,5.7,7.9,3.6,5.5,1.18,0.472,,27.3,,,,,,,,4.0,5.0,,d
Cocktail de fruit,229.5,11.0,0.0,0.0,0.0,0.0,0.0,,13.5,,,,,,,,4.0,3.0,0.0,e
Cottage Cheese Mager 2% fett,331.0,2.1,2.0,1.3,13.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.165,0.0,0.0,3.0,1.0,0.0,a
FiordiFrutta Myrtilles,664.0,37.0,0.0,0.0,0.0,0.13,0.052,3.2,38.0,,,,,,,,4.0,1.0,0.0,c
Farfalle,1495.0,3.6,1.6,0.4,12.0,0.0,0.0,3.1,71.0,,,,,,,,1.0,0.0,0.0,a
Capsules NESCAFE DOLCE GUSTO Lungo Decaffeinato Boîte de 16 capsules,0.0,,0.0,,0.0,,,,0.0,,,,,,,,1.0,0.0,0.0,unknown
Philadelphia Kräuter Balance,596.36,5.33,10.0,6.67,7.0,0.0,0.0,0.67,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,c
Grissins artisans au romarin,1814.8,2.2,8.8,1.5,12.0,1.8,0.72,3.4,74.0,,,,,,,,3.0,0.0,0.0,d
FARFALLE RIGATE N. 66,1489.0,4.0,1.0,0.3,14.0,0.02,0.008,3.0,70.0,,,0.0,0.0,,0.0,,,0.0,0.0,a
Rigatoni n°50,1510.0,3.1,1.6,0.3,14.5,0.005,0.002,2.9,69.5,,,0.0,0.0,,0.00357142857142857,,1.0,0.0,0.0,a
Primosale,916.0,2.6,17.0,11.0,13.0,0.65,0.26,0.0,3.2,,,,,0.434,,,3.0,0.0,0.0,c
Tomates Concassées,81.0,3.0,0.5,0.2,1.2,0.0,0.0,1.1,3.0,,,,,,,,1.0,1.0,0.0,a
Confettura Ciliegie,804.83,43.0,0.04,0.0,0.55,0.065,0.026,1.5,46.0,,,0.0,0.0,,0.0,,,0.0,0.0,d
Spirale 1 / 2 Complet,1529.1,5.5,1.9,0.4,11.8,0.1,0.04,4.7,71.8,,,,,,,,1.0,0.0,0.0,a
Spirale complète d'épeautre de Tartarie Bio,1454.2,3.5,2.9,0.6,11.5,0.01,0.004,5.8,65.0,,,,,,,,1.0,0.0,0.0,a
mantequilla sin lactosa asturiana,1568.0,0.0,41.0,24.8,0.0,0.4,0.16,0.0,3.0,,,,,,,,4.0,5.0,0.0,d
Aceite de oliva virgen extra picual,3367.0,0.0,91.0,12.0,0.0,0.0,0.0,,0.0,,,,,,,,2.0,0.0,0.0,b
jahodovo jablečný džus,232.0,13.0,0.5,0.1,0.5,0.0,0.0,,13.0,,,,,,,,4.0,1.0,0.0,e
Masala Banana Chips,669.0,0.0,11.0,5.0,1.0,0.2125,0.085,1.0,15.0,0.0,0.0,,,0.01,0.001,0.1,,,,c
Weet-Bix Bites Wild Berry,1470.0,21.77778,0.8,0.2,10.0,0.72778,0.291112,8.44444,71.11111,,,0.0,0.0,,0.006,0.259,4.0,4.0,0.0,c
Soy Milk,242.9,2.7,2.2,0.3,4.1,0.235,0.094,0.0,5.4,,,,,0.051,,0.286,3.0,0.0,0.0,b
Oikos,489.0,3.8,10.0,6.5,3.2,0.125,0.05,,3.8,,,,,,,,1.0,0.0,0.0,c
Lemon Juice,112.0,1.4,0.1,0.1,0.3,0.1,0.04,0.3,1.7,,,,,,,,3.0,1.0,0.0,b
Balti Paste 283G,1067.7,1.4,22.7,1.6,2.9,4.7,1.88,,10.5,,,,,,,,,2.0,0.0,not-applicable
Leche de almendras,45.5,0.0,1.0,1.0,0.0,0.10625,0.0425,0.0,0.5,0.0,0.0,0.0001575,,0.0125,0.00036,,4.0,4.0,0.0,b
authentic greek yogurt 10% fat,538.3,3.4,10.0,7.0,6.2,0.17,0.068,,3.7,,,,,,,,1.0,0.0,0.0,c
Hot Cross Buns,1060.0,17.5,2.1,0.7,7.7,0.46,0.184,4.2,48.1,,,,,,,,4.0,4.0,0.0,c
Peanut butter,2775.0,6.4,58.0,8.5,21.0,0.55,0.22,,11.0,,,,,,,,,0.0,0.0,b
Sandwich Gherkins,175.7,9.3,0.2,0.0,0.6,0.4,0.16,,9.3,,,,,,,,4.0,2.0,0.0,b
Authentic Granary,1082.12121212121,3.33333333333333,2.42424242424242,0.606060606060606,10.3030303030303,1.01515151515152,0.406060606060606,3.63636363636364,46.3636363636364,,,,,,,,4.0,2.0,0.0,c
Orzo Solubile,1601.0,0.0,0.0,0.0,6.0,0.45,0.18,12.0,88.0,,,,,,,,1.0,0.0,0.0,unknown
OAT LY! WORKS IN TEA Morrisons SEMI SKIMMED BRITIS,205.7,4.8,1.7,1.0,3.6,0.11,0.044,,4.8,,,,,,,,,0.0,,b
Préparation soluble Chicorée Café Bio,1479.0,22.0,0.8,0.5,9.2,0.6,0.24,16.0,69.0,,,,,,,,1.0,0.0,0.0,unknown
Пасирани домати,114.4,4.5,0.1,,1.4,0.3925,0.157,1.3,4.5,,,,,,,0.2,3.0,1.0,0.0,unknown
Douceur de lait,376.0,9.5,1.4,0.9,3.9,0.0,0.0,,15.5,,,,,,,,4.0,0.0,0.0,e
Muesli Extra Aux 3 Fruits Rouges,2074.0,20.0,19.0,8.1,8.2,0.67,0.268,7.3,59.0,,,,,,,,3.0,0.0,1.0,d
Zumo de manzana,196.0,10.7,0.0,0.0,0.2,0.02,0.008,,11.2,,,,,,,,1.0,0.0,0.0,c
Pressade bio tropical,156.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,,,,,,,,3.0,1.0,0.0,e
Quinoa gourmand parfumé aux épices douces,1545.9,7.4,6.5,0.7,14.0,1.4,0.56,12.3,57.0,,,,,,,,4.0,0.0,0.0,c
Céréales Life (multigrains),1759.0,18.0,5.0,0.8,10.0,0.9,0.36,14.0,76.0,,,,,,,,,1.0,0.0,c
Double Concentré de tomate,350.0,14.0,0.3,0.0,4.3,1.0,0.4,3.5,14.0,,,,,,,,3.0,0.0,0.0,b
Carrot & butter bean,288.8,2.5,1.9,0.3,1.7,0.64,0.256,8.4,7.2,,,,,,,,4.0,0.0,0.0,a
High Protein Müsli,1742.1,9.9,12.0,3.3,25.6,0.9,0.36,11.6,45.3,,,,,,,,4.0,5.0,0.0,c
Plain Whole Milk Yogurt,360.588235294118,2.94117647058824,3.52941176470588,2.35294117647059,9.41176470588235,0.0735294117647059,0.0294117647058824,0.0,4.11764705882353,0.0,0.0176470588235294,,,0.0941176470588235,,0.123529411764706,1.0,0.0,0.0,a
Pita Bread,882.31,0.0,4.05,0.0,16.22,0.000675,0.00027,5.41,24.32,0.0,0.0,0.0,0.0,0.38108,0.0027027027027027,0.09189,4.0,6.0,0.0,a
French Vanilla Almond Creamer,557.0,20.0,6.6666666666667,0.0,0.0,0.16666666666667,0.066666666666668,0.0,20.0,0.0,0.0,,,0.167,0.0,0.0,4.0,3.0,0.0,c
REDUCED FAT HOUMOUS,870.2,0.8,13.2,1.8,7.6,0.00165,0.00066,6.5,11.8,,,0.0,0.0,,0.0,,3.0,1.0,,a
Vegetable Stock Cubes,29.5,0.2,0.5,0.2,0.0,0.8175,0.327,0.1,0.6,,,,,,,,4.0,0.0,0.0,unknown
Mix and go vanilla,472.909090909091,10.3030303030303,2.0,0.909090909090909,5.09090909090909,0.0606060606060606,0.0242424242424242,1.6969696969697,17.5757575757576,,,,,,,,,,,b
Salt & Vinegar flavour potato snacks,1860.0,3.63636363636364,18.1818181818182,1.36363636363636,6.36363636363636,2.14772727272727,0.859090909090909,5.45454545454545,60.9090909090909,,,,,,,,4.0,4.0,0.0,d
PORRIDGE OATS,1529.75,0.25,6.5,1.0,11.25,0.05,0.02,9.75,60.0,,,,,,,,1.0,0.0,0.0,a
Corned beef,939.8,1.1,13.5,6.5,24.8,2.2,0.88,,1.1,,,,,,,,3.0,1.0,0.0,d
Cascaval Feliat Pilos,1372.0,0.1,26.0,17.0,24.0,1.7,0.68,,0.1,,,,,,,,3.0,1.0,0.0,d
Wholemeal seeded farmhouse,1104.0,2.5,6.7,0.9,11.4,0.85,0.34,8.4,35.0,,,,,,,,4.0,0.0,0.0,a
Извара,428.5,2.0,4.0,2.0,14.5,0.04875,0.0195,,2.0,,,,,,,,3.0,0.0,0.0,c
Croûtons à l’ail -25% de sel Tipiak,1838.0,3.5,12.7,1.2,10.5,1.6,0.64,5.1,73.2,,,,,,,,4.0,0.0,0.0,d
Falafel,859.0,3.0,10.0,0.7,7.9,1.1,0.44,12.0,14.0,,,,,,,,3.0,0.0,0.0,a
Strawberry Conserve,1066.0,57.8,0.6,0.3,0.5,0.13,0.052,,60.9,,,,,,,,4.0,3.0,0.0,d
Yogurt Colato Greco 0% Di Grassi,238.0,4.0,0.0,0.0,10.0,0.1775,0.071,,4.0,,,,,,,,1.0,0.0,0.0,a
Philadelphia Serek Twarogowy Light,623.6,5.1,11.0,7.1,7.4,0.6875,0.000275,0.3,5.2,,,,,,,,,,,c
Dżem truskawkowy,605.0,35.0,0.5,0.1,0.5,0.0,0.0,,35.0,,,,,,,,4.0,3.0,0.0,d
Big Milk Whole Milk,272.0,4.7,3.6,2.3,3.4,0.1075,0.043,,4.7,,,1.9e-06,,0.121,0.0012,,1.0,0.0,0.0,c
2 pavés de saumon Atlantique avec peau,895.0,0.0,15.0,2.3,20.0,0.1,0.04,0.0,0.0,,,,,,,,1.0,0.0,0.0,a
Actimel Immune Support,279.1,9.9,1.4,1.0,2.9,0.1075,0.043,1.0,10.0,,,,,0.12,,,4.0,1.0,0.0,d
ready salted crisps,2282.0,1.2,34.0,3.2,5.9,1.36,0.544,4.0,52.1,,,,,,,,3.0,0.0,0.0,d
Mixed Beans,444.0,0.5,0.5,0.1,7.8,0.06,0.024,9.7,13.8,,,,,,,,4.0,1.0,0.0,a
Oat Barista Blend,217.5,1.66666666666667,2.91666666666667,0.208333333333333,0.833333333333333,0.119791666666667,0.0479166666666667,0.416666666666667,5.41666666666667,,,,,0.1125,,0.154166666666667,3.0,1.0,0.0,c
Bebida de almendras,60.0,0.0,1.4,0.3,0.5,0.14,0.056,0.0,0.5,,,,,,,,4.0,1.0,0.0,b
Classic Long Grain Rice,598.1,0.5,1.6,0.3,2.7,0.01,0.004,,29.0,,,,,,,,3.0,0.0,0.0,b
Sundried tomatoes,731.0,10.2,6.3,0.9,4.8,2.17,0.868,9.7,19.9,,,,,,,,3.0,0.0,,c
Organic Free Range Pork Sausages,877.218045112782,0.451127819548872,14.7368421052632,4.58646616541353,16.015037593985,1.02067669172932,0.408270676691729,0.75187969924812,3.15789473684211,,,,,,,,3.0,1.0,0.0,d
Sunflower oil,3404.0,0.5,92.0,10.0,0.5,0.01,0.004,0.5,0.5,,,,,,,,2.0,0.0,0.0,c
Oatmilk,613.0,8.0,9.0,1.0,2.0,0.2875,0.115,1.0,14.0,,,,,0.116666666666667,,,4.0,1.0,0.0,e
Freshly squeezed Orange juice,187.3,9.4,0.1,0.1,0.8,,,,10.0,,,,,,,,,,,unknown
Olive Oil,2960.0,0.0,80.0,10.0,0.0,1.75,0.7,0.0,0.0,0.0,0.0,0.001,,0.0,0.0,0.0,4.0,3.0,0.0,d
4% Milkfat Classic Cottage Cheese,414.090909090909,2.72727272727273,4.09090909090909,2.72727272727273,12.7272727272727,0.772727272727273,0.309090909090909,0.0,2.72727272727273,0.0,0.0227272727272727,,,0.0727272727272727,0.0,0.0818181818181818,3.0,0.0,0.0,b
Amandes décortiquées,2623.0,4.2,58.0,4.5,23.0,0.05,0.02,9.6,5.4,,,,,,,,1.0,0.0,,a
Yop saveurs des îles parfum banane kiwi,257.4,10.4,0.8,0.5,3.0,0.12,0.048,0.0,10.4,,,,,,,,4.0,0.0,0.0,d
Reduced fat coconut milk,331.6,1.1,7.7,6.4,0.7,0.0,0.0,0.1,2.0,,,,,,,,4.0,1.0,0.0,e
Processed mushy peas with sugar and salt,316.0,0.9,0.5,0.1,4.7,0.43,0.172,2.5,12.0,,,,,,,,4.0,2.0,0.0,b
LOW FAT COTTAGE CHEESE,345.4,4.0,1.8,1.1,12.3,0.4225,0.169,0.0,4.1,,,,,0.1905,,,3.0,1.0,0.0,a
Lentil & Pea Veggie Cakes Spinach & Pesto,1699.674,2.0,12.032,1.0,23.97,0.0025,0.001,6.0,47.0,,,,,,,,4.0,0.0,0.0,a
Parmigiano Reggiano,1671.0,0.0,29.7,19.6,32.4,1.63,0.652,0.0,0.0,,,,,,,,3.0,0.0,0.0,d
Biscuits - les animaux tout bio,1881.7,15.0,14.0,1.5,6.9,0.41,0.164,2.8,72.0,,,,,,,,3.0,1.0,0.0,not-applicable
